,id,title,type,release_year,lenght,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,genre,country,imdb_score_level,tmdb_score_level
17,ts45948,Monty Python's Fliegender Zirkus,show,1972,43,comedy,GB,1,8.1,2199,1.5,7.0,comedy,GB,,High score
18,tm89386,Hitler: A Career,movie,1977,150,"documentation, history, european",DE,0,7.5,2718,7.2,7.4,documentation,DE,High score,High score
19,tm71909,Amrapali,movie,1966,120,fantasy,IN,0,6.7,251,2.8,6.3,fantasy,IN,High score,High score
20,tm100027,Alibaba Aur 40 Chor,movie,1980,138,"drama, action, romance, fantasy, family","IN, SU",0,6.2,599,3.7,6.8,drama,IN,High score,High score
21,tm107372,Manoranjan,movie,1974,162,"romance, comedy, drama",IN,0,6.5,259,1.5,5.3,romance,IN,High score,Low score
22,tm10204,Professor,movie,1962,163,"drama, comedy, romance",IN,0,6.9,312,1.9,5.8,drama,IN,High score,Low score
23,tm336403,Khoon Khoon,movie,1973,131,"crime, drama, thriller",IN,0,5.3,50,2.5,3.8,crime,IN,Low score,Low score
24,tm27298,Saladin the Victorious,movie,1963,186,"drama, history, romance, war, action",EG,0,7.6,2670,6.8,7.1,drama,EG,High score,High score
25,tm123318,The Other Side of the Mountain,movie,1975,103,"drama, romance",US,0,6.4,1181,5.1,6.2,drama,US,High score,High score
26,tm204541,Dark Waters,movie,1956,120,"drama, romance, thriller",EG,0,6.7,703,3.0,5.6,drama,EG,High score,Low score
27,tm19608,The Blazing Sun,movie,1954,100,"drama, crime, romance",EG,0,7.4,1219,2.9,6.9,drama,EG,High score,High score
28,tm90896,The Return of the Prodigal Son,movie,1976,124,"drama, crime","EG, DZ",0,7.1,863,2.6,5.6,drama,EG,High score,Low score
29,tm14350,Alexandria… Why?,movie,1980,133,drama,"EG, DZ",0,7.3,1859,2.5,6.3,drama,EG,High score,High score
30,tm123613,Salaakhen,movie,1975,133,"thriller, action",IN,0,5.8,78,2.4,6.7,thriller,IN,Low score,High score
31,tm81728,The Land,movie,1970,129,drama,EG,0,8.0,2189,2.2,8.4,drama,EG,High score,
32,tm321219,Elaan,movie,1971,142,"action, thriller, drama",IN,0,5.8,81,1.1,6.0,action,IN,Low score,High score
33,tm259684,Whispers,movie,1980,93,documentation,"CA, FR, LB",0,7.8,80,1.0,5.0,documentation,CA,High score,Low score
34,tm344089,Lal Patthar,movie,1971,153,drama,IN,0,6.1,147,1.0,7.0,drama,IN,High score,High score
35,ts20681,Seinfeld,show,1989,24,comedy,US,9,8.9,326487,270.4,8.3,comedy,US,,
36,tm1217553,Top Gun,movie,1986,110,"drama, action",US,0,6.9,465070,117.3,7.0,drama,US,High score,High score
37,tm140433,Road House,movie,1989,114,"action, thriller",US,0,6.7,78096,12.6,6.6,action,US,High score,High score
38,tm131198,Rocky IV,movie,1985,91,"drama, sport",US,0,6.8,211725,78.2,7.1,drama,US,High score,High score
39,tm120386,Labyrinth,movie,1986,101,"fantasy, family, european","US, GB",0,7.3,141134,20.1,7.3,fantasy,US,High score,High score
40,tm48779,Rocky III,movie,1982,95,"drama, sport",US,0,6.8,197284,58.9,6.9,drama,US,High score,High score
41,tm125473,Fletch,movie,1985,98,"comedy, crime, thriller",US,0,6.9,54766,11.7,6.7,comedy,US,High score,High score
42,tm2244,The 'Burbs,movie,1989,102,"thriller, comedy",US,0,6.8,78406,18.6,6.7,thriller,US,High score,High score
43,tm155460,Rocky V,movie,1990,104,"drama, sport",US,0,5.3,141682,49.0,5.8,drama,US,Low score,Low score
44,tm40803,Twins,movie,1988,106,"comedy, crime",US,0,6.1,129240,40.4,6.0,comedy,US,High score,High score
45,tm13,Out of Africa,movie,1986,161,"drama, romance",US,0,7.1,81880,13.5,7.2,drama,US,High score,High score
46,tm144353,Parenthood,movie,1989,124,"comedy, drama",US,0,7.1,51875,14.0,6.7,comedy,US,High score,High score
48,tm119312,Legal Eagles,movie,1986,116,"comedy, romance, crime",US,0,6.0,11350,11.2,6.0,comedy,US,High score,High score
49,tm117580,She's Gotta Have It,movie,1986,84,"comedy, romance",US,0,6.8,15202,8.6,6.7,comedy,US,High score,High score
50,tm24110,Strange Voices,movie,1987,100,drama,US,0,6.2,388,1.2,6.8,drama,US,High score,High score
52,tm157853,In Defense of a Married Man,movie,1990,94,"drama, crime",US,0,5.5,220,2.2,5.0,drama,US,Low score,Low score
53,tm127515,The Four Seasons,movie,1981,107,"romance, comedy, drama",US,0,6.8,5093,6.3,6.3,romance,US,High score,High score
54,tm133914,Parrot Sketch Not Included: Twenty Years of Monty Python,movie,1989,72,comedy,GB,0,8.1,1555,1.8,7.1,comedy,GB,,High score
55,tm52274,The Little Wars,movie,1983,108,"drama, war, european","LB, FR",0,6.4,161,2.3,5.5,drama,LB,High score,Low score
56,tm49037,Mobile Suit Gundam III: Encounters in Space,movie,1982,144,"animation, action, drama, scifi, war",JP,0,7.6,1322,11.0,7.6,animation,JP,High score,High score
57,tm62924,Monty Python Live at the Hollywood Bowl,movie,1982,77,"comedy, documentation",GB,0,7.9,15393,10.1,7.4,comedy,GB,High score,High score
58,ts987,Danger Mouse,show,1981,14,"animation, comedy, family, scifi, action, european",GB,10,7.4,3678,6.5,7.2,animation,GB,High score,High score
59,tm147829,Unspeakable Acts,movie,1990,100,drama,US,0,6.1,494,2.6,5.3,drama,US,High score,Low score
60,tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,movie,1981,135,"animation, action, drama, scifi, war",JP,0,7.2,1378,10.4,7.3,animation,JP,High score,High score
61,tm40103,Mobile Suit Gundam: Char's Counterattack,movie,1988,124,"animation, action, drama, scifi, war",JP,0,7.3,1824,8.9,6.9,animation,JP,High score,High score
62,tm159912,Agneepath,movie,1990,174,"drama, crime, action",IN,0,7.6,9142,7.4,6.4,drama,IN,High score,High score
63,tm126769,Waiting for the Hearse,movie,1985,87,comedy,AR,0,8.0,6714,7.6,8.2,comedy,AR,High score,
64,tm114356,The George McKenna Story,movie,1986,100,drama,US,0,6.0,974,3.4,6.1,drama,US,High score,High score
65,tm137013,The Ryan White Story,movie,1989,102,drama,US,0,7.2,903,2.7,6.3,drama,US,High score,High score
66,tm52815,Disco Dancer,movie,1982,134,"drama, romance",IN,0,6.4,1548,6.0,5.4,drama,IN,High score,Low score
67,tm94651,Dostana,movie,1982,161,"drama, comedy, romance, action, crime",IN,0,1.7,26,5.9,6.1,drama,IN,Low score,High score
68,tm446654,Mujrim,movie,1989,162,"drama, action, crime",IN,0,5.5,232,5.6,8.0,drama,IN,Low score,High score
69,tm172482,Sohni Mahiwal,movie,1985,160,"drama, romance, action",IN,0,6.1,297,5.2,5.8,drama,IN,High score,Low score
70,tm157603,Dil,movie,1990,172,"drama, comedy, romance",IN,0,6.6,5467,3.9,6.5,drama,IN,High score,High score
71,tm411457,Pyar Ke Do Pal,movie,1986,153,"action, drama",IN,0,6.2,78,2.7,10.0,action,IN,High score,Excellent score
72,tm371359,Jaal,movie,1986,159,"action, drama, thriller",IN,0,5.2,141,2.0,6.7,action,IN,Low score,High score
73,tm342996,Duniya,movie,1984,170,"action, drama",IN,0,6.4,265,1.9,10.0,action,IN,High score,Excellent score
74,tm348735,Aakhri Adaalat,movie,1988,148,"crime, action, thriller",IN,0,5.4,103,1.9,5.0,crime,IN,Low score,Low score
75,tm55091,Quiet Victory: The Charlie Wedemeyer Story,movie,1988,100,drama,US,0,7.2,149,1.9,8.0,drama,US,High score,High score
76,tm311264,Muqaddar Ka Faisla,movie,1987,172,"comedy, drama, family, action",IN,0,4.8,73,1.9,6.629937,comedy,IN,Low score,
77,tm151332,"Alexandria, Again and Forever",movie,1990,105,drama,"EG, FR",0,6.5,720,1.8,5.3,drama,EG,High score,Low score
78,tm258072,Adam: His Song Continues,movie,1986,100,"crime, drama",US,0,6.9,220,1.7,7.5,crime,US,High score,High score
79,tm51083,A Stoning in Fulham County,movie,1988,95,"drama, thriller, crime",US,0,5.9,416,1.6,5.3,drama,US,Low score,Low score
80,tm419052,Ek Jaan Hain Hum,movie,1983,151,"family, romance",IN,0,6.3,79,1.5,7.0,family,IN,High score,High score
81,tm38736,Too Young The Hero,movie,1988,100,"drama, war",US,0,6.8,519,1.5,6.2,drama,US,High score,High score
82,tm47673,An Egyptian Story,movie,1983,129,"drama, fantasy",EG,0,7.3,1190,1.2,6.7,drama,EG,High score,High score
86,tm185123,Sleepless in Seattle,movie,1993,105,"comedy, drama, romance",US,0,6.8,180523,17.7,6.7,comedy,US,High score,High score
87,tm122434,Forrest Gump,movie,1994,142,"comedy, drama, romance",US,0,8.8,2106826,69.6,8.5,comedy,US,,
88,tm123099,Reservoir Dogs,movie,1992,99,"thriller, crime, drama",US,0,8.3,1031133,31.6,8.1,thriller,US,,
89,ts21567,Gilmore Girls,show,2000,46,"comedy, drama",US,8,8.2,131967,265.2,7.9,comedy,US,,High score
90,ts34435,Cowboy Bebop,show,1998,25,"scifi, western, action, thriller, animation, comedy, drama",JP,1,8.9,123834,60.0,8.5,scifi,JP,,
91,tm60722,Galaxy Quest,movie,1999,101,"scifi, comedy",US,0,7.4,166882,18.0,7.1,scifi,US,High score,High score
92,ts20983,Neon Genesis Evangelion,show,1995,24,"scifi, animation, action, fantasy, thriller, drama",JP,1,8.5,73413,51.9,8.7,scifi,JP,,
93,tm107165,Jerry Maguire,movie,1996,138,"drama, romance, sport, comedy",US,0,7.3,272498,20.2,6.9,drama,US,High score,High score
94,tm39130,Notting Hill,movie,1999,124,"romance, comedy, drama","US, GB",0,7.2,320706,27.6,7.3,romance,US,High score,High score
97,tm53991,Big Daddy,movie,1999,93,"comedy, drama, european",US,0,6.4,222489,24.7,6.5,comedy,US,High score,High score
98,tm11556,The Quick and the Dead,movie,1995,107,"western, thriller, action, romance","JP, US",0,6.5,97101,19.4,6.5,western,JP,High score,High score
100,tm191374,I Know What You Did Last Summer,movie,1997,101,"horror, thriller",US,0,5.7,142696,15.9,5.9,horror,US,Low score,Low score
101,ts22193,The Magic School Bus,show,1994,26,"animation, comedy, family, fantasy, scifi","US, CA",4,7.8,10291,23.4,7.7,animation,US,High score,High score
102,ts21034,Inuyasha,show,2000,25,"animation, action, comedy, drama, fantasy, romance, scifi",JP,9,7.9,16790,130.7,8.6,animation,JP,High score,
103,tm12172,Kicking and Screaming,movie,1995,95,"comedy, drama, romance",US,0,6.7,14015,12.0,6.3,comedy,US,High score,High score
104,tm191772,Seven Years in Tibet,movie,1997,139,"drama, war, history","GB, US",0,7.1,147831,22.4,7.2,drama,GB,High score,High score
105,ts25252,Yu-Gi-Oh!,show,1998,22,"scifi, action, family, fantasy, animation, comedy, drama",JP,7,7.3,21954,28.2,7.2,scifi,JP,High score,High score
106,tm53805,Stepmom,movie,1998,125,"drama, comedy",US,0,6.8,70584,18.7,7.1,drama,US,High score,High score
107,tm46173,The Mask of Zorro,movie,1998,136,"action, comedy, romance, thriller, western",US,0,6.8,188900,37.9,6.5,action,US,High score,High score
108,tm46410,Life,movie,1999,108,"comedy, crime, drama",US,0,6.8,52243,19.1,6.6,comedy,US,High score,High score
109,tm190835,Neon Genesis Evangelion: The End of Evangelion,movie,1997,87,"drama, animation, action, scifi, fantasy",JP,0,8.1,57273,34.9,8.4,drama,JP,,
110,ts11397,Adventures of Sonic the Hedgehog,show,1993,22,"scifi, action, comedy, western, family, animation, fantasy",US,4,6.2,4035,16.2,6.5,scifi,US,High score,High score
111,tm6859,My Girl,movie,1991,102,"drama, comedy, family, romance, european",US,0,6.9,83620,35.4,7.4,drama,US,High score,High score
112,ts27693,Kenan & Kel,show,1996,25,"family, comedy",US,4,7.8,16037,47.4,8.3,family,US,High score,
113,tm255589,One Last Shot,movie,1998,30,,,0,6.5364428,0,2.3,5.2,,,,Low score
114,ts21581,Girlfriends,show,2000,21,"drama, comedy",US,8,7.4,4715,55.7,7.6,drama,US,High score,High score
115,ts22039,H,show,1998,25,comedy,FR,4,7.4,1803,5.5,7.4,comedy,FR,High score,High score
116,tm64817,Jerry Seinfeld: I'm Telling You for the Last Time,movie,1998,75,"comedy, documentation",US,0,7.8,5998,5.4,7.5,comedy,US,High score,High score
117,tm63514,The Last Days,movie,1999,87,"drama, documentation, war",US,0,7.9,4871,6.6,7.6,drama,US,High score,High score
118,tm56033,Croupier,movie,1998,94,"thriller, drama, european, crime","IE, GB, DE, FR",0,7.0,22470,11.3,6.8,thriller,IE,High score,High score
119,tm10811,Heavy,movie,1995,105,"drama, romance",US,0,6.8,5382,4.5,6.8,drama,US,High score,High score
121,tm110217,The Nutty Professor,movie,1996,95,"romance, comedy, scifi",US,0,5.7,119572,19.4,5.6,romance,US,Low score,Low score
122,ts21684,Heartbreak High,show,1994,45,"drama, romance",AU,7,7.8,3341,28.8,7.1,drama,AU,High score,High score
123,tm1280414,Evangelion: Death (True)²,movie,1998,69,"animation, scifi, action, drama",JP,0,6.5364428,0,11.2,7.0,animation,JP,,High score
124,ts25249,The Wiggles,show,1998,20,"family, fantasy, music, comedy, european",AU,10,8.0,165,20.0,6.2,family,AU,High score,High score
125,tm55369,Edge of Seventeen,movie,2000,104,"romance, comedy, drama",US,0,6.8,6803,8.5,6.5,romance,US,High score,High score
126,ts22286,Cardcaptor Sakura,show,1998,25,"scifi, action, comedy, drama, family, fantasy, romance, animation",JP,4,8.0,5234,89.8,8.6,scifi,JP,High score,
127,ts28516,Okupas,show,2000,40,"drama, crime",AR,1,9.0,2630,7.3,8.6,drama,AR,Excellent score,
128,tm188606,Sankofa,movie,1993,124,"drama, european","ET, DE, GH, GB, US, BF",0,7.0,743,3.1,6.0,drama,ET,High score,High score
129,tm113234,A Chinese Odyssey Part One: Pandora's Box,movie,1995,88,"action, comedy, fantasy, drama, romance",HK,0,7.5,7724,11.5,7.3,action,HK,High score,High score
130,ts20918,The Parkers,show,1999,19,comedy,US,5,6.9,2486,15.4,7.9,comedy,US,High score,High score
131,ts20939,Moesha,show,1996,21,"drama, family, comedy",US,6,5.8,3899,16.2,6.9,drama,US,Low score,High score
132,ts21693,"Sister, Sister",show,1994,22,"comedy, drama, family",US,6,6.3,13054,32.2,7.5,comedy,US,High score,High score
133,tm34391,Before the Flying Circus,movie,2000,55,"comedy, documentation",GB,0,7.3,186,2.1,8.5,comedy,GB,High score,
134,tm189773,Maya Memsaab,movie,1993,126,"drama, romance",IN,0,5.4,2260,3.5,5.8,drama,IN,Low score,Low score
135,tm55100,Dil Se..,movie,1998,163,"drama, romance",IN,0,7.5,29580,7.3,6.8,drama,IN,High score,High score
136,tm41525,Herod's Law,movie,2000,123,"comedy, crime, drama",MX,0,7.8,6414,12.9,8.0,comedy,MX,High score,High score
137,tm113275,A Chinese Odyssey Part Two: Cinderella,movie,1995,99,"action, fantasy, comedy, romance","CN, HK",0,7.8,7900,12.0,7.5,action,CN,High score,High score
138,tm37642,Blue Streak,movie,1999,93,"comedy, crime, thriller, action","DE, US",0,6.3,85125,39.2,6.5,comedy,DE,High score,High score
139,tm184502,Kabhi Haan Kabhi Naa,movie,1994,158,"romance, drama, comedy, music",IN,0,7.7,18728,8.1,6.5,romance,IN,High score,High score
140,tm12876,Bombay,movie,1995,141,"drama, romance",IN,0,8.1,13031,5.7,7.2,drama,IN,,High score
141,tm27601,Phir Bhi Dil Hai Hindustani,movie,2000,160,"comedy, drama, romance",IN,0,6.1,7954,5.7,6.5,comedy,IN,High score,High score
142,tm105716,Chaahat,movie,1996,148,"drama, romance",IN,0,5.5,3014,4.1,6.7,drama,IN,Low score,High score
143,tm29212,Nutty Professor II: The Klumps,movie,2000,106,"romance, scifi, comedy",US,0,4.4,51851,19.5,5.0,romance,US,Low score,Low score
144,tm117873,Hum Aapke Hain Koun..!,movie,1994,206,"drama, comedy, romance",IN,0,7.5,21674,7.8,6.4,drama,IN,High score,High score
145,tm189171,Wild Tango,movie,1993,124,"drama, music, romance","ES, AR",0,6.7,1652,4.9,6.2,drama,ES,High score,High score
146,tm67635,Kuch Kuch Hota Hai,movie,1998,177,"drama, romance, comedy",IN,0,7.5,54032,15.8,7.6,drama,IN,High score,High score
147,tm118256,Yaar Gaddar,movie,1994,147,"crime, action, drama",IN,0,3.7,168,2.4,6.0,crime,IN,Low score,High score
149,tm44776,The Other,movie,1999,106,"drama, romance, european","EG, FR",0,5.9,1030,0.8,6.0,drama,EG,Low score,High score
150,tm128925,Chamatkar,movie,1992,163,"comedy, drama, fantasy, crime",IN,0,6.5,6508,7.6,6.6,comedy,IN,High score,High score
151,tm62176,Mann,movie,1999,174,"drama, romance",IN,0,6.1,5633,4.4,6.6,drama,IN,High score,High score
152,tm110766,Chronicle of a Disappearance,movie,1998,84,drama,"DE, PS, US, FR",0,6.9,775,2.7,6.4,drama,DE,High score,High score
153,tm8859,Oh Darling! Yeh Hai India!,movie,1995,153,comedy,IN,0,4.0,1790,2.3,5.2,comedy,IN,Low score,Low score
155,ts224786,Escalona,show,1991,44,drama,CO,1,6.5364428,0,9.0,7.6,drama,CO,,High score
156,tm58893,Duplicate,movie,1998,165,"comedy, action, crime, romance, thriller",IN,0,5.5,7914,6.8,5.9,comedy,IN,Low score,Low score
157,tm9898,Muthu,movie,1995,165,"comedy, drama, romance, action",IN,0,7.6,3056,6.7,7.1,comedy,IN,High score,High score
158,tm62385,Hum Saath Saath Hain,movie,1999,177,"romance, family, drama",IN,0,6.3,8985,6.6,6.0,romance,IN,High score,High score
159,tm12482,Ram Jaane,movie,1995,172,"crime, action, drama, romance",IN,0,5.4,4087,5.0,5.1,crime,IN,Low score,Low score
160,tm118438,Anjaam,movie,1994,146,"drama, thriller, romance, crime",IN,0,6.6,6808,4.9,7.2,drama,IN,High score,High score
161,tm110225,English Babu Desi Mem,movie,1996,163,"romance, comedy, drama",IN,0,4.6,2459,4.5,5.3,romance,IN,Low score,Low score
162,tm191614,Destiny,movie,1997,136,"drama, history, romance, comedy","EG, FR",0,7.2,2995,3.9,6.8,drama,EG,High score,High score
163,tm110160,Avvai Shanmugi,movie,1996,160,"drama, comedy",IN,0,7.9,2706,3.9,7.4,drama,IN,High score,High score
164,tm42397,Hello Brother,movie,1999,131,"romance, comedy, action, fantasy",IN,0,4.6,4393,3.8,5.7,romance,IN,Low score,Low score
165,tm184224,Sinbad: Afros and Bellbottoms,movie,1993,59,"comedy, documentation",US,0,7.7,189,3.4,5.5,comedy,US,High score,Low score
166,tm184326,Damini,movie,1993,175,"drama, crime",IN,0,7.8,3693,3.4,7.8,drama,IN,High score,High score
167,tm57169,Monty Python: Live at Aspen,movie,1998,58,"comedy, documentation","GB, US",0,7.8,1122,3.4,6.9,comedy,GB,High score,High score
168,tm47530,Jeans,movie,1998,175,"comedy, drama, romance",IN,0,6.4,3728,3.0,6.5,comedy,IN,High score,High score
169,tm52083,West Beirut,movie,1998,105,"comedy, drama, romance, war, european","LB, BE, FR, NO",0,7.6,4462,2.9,7.4,comedy,LB,High score,High score
170,tm256669,Gumrah,movie,1993,149,"crime, drama, thriller, action",IN,0,6.1,857,2.7,7.4,crime,IN,High score,High score
171,tm449775,Shikari,movie,1991,162,"drama, action","SU, IN",0,5.8,79,2.7,6.7,drama,SU,Low score,High score
172,tm7032,Out of Life,movie,1991,97,"drama, crime, war, european","IT, LB, BE, FR",0,6.9,412,2.6,6.3,drama,IT,High score,High score
173,tm210754,Have You Ever Seen Fireflies? - Theatre Play,movie,1999,118,"comedy, drama",TR,0,6.5364428,0,2.5,7.8,comedy,TR,,High score
174,tm334788,Yodha,movie,1991,142,"drama, action",IN,0,4.5,214,2.4,5.0,drama,IN,Low score,Low score
175,tm192301,Minsara Kanavu,movie,1997,145,"comedy, drama, romance",IN,0,6.7,1276,2.2,6.7,comedy,IN,High score,High score
176,tm314602,Dushmani,movie,1995,156,"action, romance, drama",IN,0,5.0,258,2.2,8.3,action,IN,Low score,
177,tm203186,Children of Shatila,movie,1999,50,"documentation, history",LB,0,7.7,105,2.0,6.7,documentation,LB,High score,High score
178,tm64729,Sinbad: Nothin' but the Funk,movie,1997,55,"comedy, documentation",US,0,6.4,70,1.9,5.2,comedy,US,High score,Low score
179,tm117840,The Emigrant,movie,1994,129,drama,"EG, FR",0,6.5,1056,1.5,6.1,drama,EG,High score,High score
180,tm424630,A Triumph of the Heart: The Ricky Bell Story,movie,1991,100,"drama, sport",US,0,7.2,256,1.5,5.1,drama,US,High score,Low score
181,tm204173,Aashik Aawara,movie,1993,153,"romance, comedy, drama",IN,0,4.8,345,1.5,5.5,romance,IN,Low score,Low score
182,tm1096916,The Trial of Adolf Eichmann,movie,1997,90,documentation,FR,0,7.4,123,1.4,7.7,documentation,FR,High score,High score
183,tm326102,Qila,movie,1998,160,"drama, family, music",IN,0,4.9,137,1.4,6.0,drama,IN,Low score,High score
184,tm7810,Nightmare in Columbia County,movie,1991,100,"drama, crime, thriller",US,0,5.5,364,1.4,6.0,drama,US,Low score,High score
185,tm104933,Sinbad: Son of a Preacher Man,movie,1996,56,"comedy, documentation",US,0,6.8,128,1.1,5.8,comedy,US,High score,Low score
186,ts4,Breaking Bad,show,2008,48,"drama, comedy, crime, thriller",US,5,9.5,1936461,451.8,8.9,drama,US,Excellent score,
189,ts17156,Arrested Development,show,2003,28,comedy,US,5,8.7,309568,53.5,8.0,comedy,US,,High score
190,ts8308,Community,show,2009,23,comedy,US,6,8.5,271794,123.5,8.0,comedy,US,,High score
192,ts3371,Avatar: The Last Airbender,show,2005,24,"animation, action, family, fantasy",US,3,9.3,324247,70.3,8.7,animation,US,Excellent score,
195,tm44313,The Lord of the Rings: The Fellowship of the Ring,movie,2001,178,"fantasy, action, drama","NZ, US",0,8.8,1895545,110.1,8.4,fantasy,NZ,,
197,ts20604,Friday Night Lights,show,2006,43,"drama, sport",US,5,8.7,68182,19.6,8.0,drama,US,,High score
198,ts20573,The IT Crowd,show,2006,25,"comedy, european",GB,5,8.5,155675,39.8,8.1,comedy,GB,,
199,tm113842,Minority Report,movie,2002,144,"thriller, action, crime, scifi",US,0,7.6,560336,27.1,7.3,thriller,US,High score,High score
200,tm100029,Scott Pilgrim vs. the World,movie,2010,112,"comedy, romance, action, fantasy","GB, CA, US, JP",0,7.5,435120,35.1,7.5,comedy,GB,High score,High score
201,tm56184,The Dark Knight,movie,2008,152,"drama, thriller, action, crime","GB, US",0,9.0,2684317,81.7,8.5,drama,GB,Excellent score,
204,ts11313,DEATH NOTE,show,2006,24,"animation, drama, fantasy, thriller, crime",JP,1,9.0,334730,114.2,8.6,animation,JP,Excellent score,
205,ts31787,Monster,show,2004,23,"drama, crime, thriller, animation",JP,1,8.7,33682,63.2,8.6,drama,JP,,
206,tm137072,The Hangover,movie,2009,100,comedy,"US, DE",0,7.7,797535,93.3,7.3,comedy,US,High score,High score
207,ts20305,Naruto,show,2002,23,"action, scifi, comedy, animation, fantasy, thriller",JP,6,8.4,107461,216.2,8.4,action,JP,,
208,tm115982,The Lord of the Rings: The Two Towers,movie,2002,179,"action, fantasy, drama","NZ, US",0,8.8,1684864,87.8,8.4,action,NZ,,
209,tm142381,The Lord of the Rings: The Return of the King,movie,2003,201,"fantasy, action, drama","NZ, US",0,9.0,1865989,83.6,8.5,fantasy,NZ,Excellent score,
210,ts34569,Mononoke,show,2007,22,"animation, thriller, scifi, horror, fantasy",JP,1,8.3,2437,12.4,7.9,animation,JP,,High score
211,tm169295,Brokeback Mountain,movie,2005,134,"drama, romance, european","CA, US",0,7.7,363924,28.6,7.8,drama,CA,High score,High score
212,ts17942,Chappelle's Show,show,2003,21,"comedy, music",US,3,8.8,66715,14.3,8.0,comedy,US,,High score
213,tm74402,The Mist,movie,2007,126,"thriller, horror, scifi",US,0,7.1,317831,29.5,6.9,thriller,US,High score,High score
215,tm105329,Road to Perdition,movie,2002,117,"thriller, drama, documentation, crime",US,0,7.7,273370,21.7,7.4,thriller,US,High score,High score
216,tm97441,Easy A,movie,2010,93,"comedy, drama, romance, european",US,0,7.0,397339,23.9,6.8,comedy,US,High score,High score
217,ts31263,The Mole,show,2001,47,reality,US,5,7.7,1269,23.6,6.8,reality,US,High score,High score
218,tm20959,The Pursuit of Happyness,movie,2006,117,"drama, european",US,0,8.0,523095,53.6,7.9,drama,US,High score,High score
220,ts12787,Code Geass: Lelouch of the Rebellion,show,2006,24,"scifi, action, animation, drama, thriller, war, fantasy",JP,3,8.7,62367,53.7,8.5,scifi,JP,,
222,ts21511,My Little Pony: Friendship Is Magic,show,2010,22,"comedy, scifi, animation, drama, music, family, fantasy","CA, US",9,7.7,21497,96.5,8.1,comedy,CA,High score,
223,tm88738,Closer,movie,2004,103,"drama, romance","GB, US",0,7.2,224756,17.7,6.8,drama,GB,High score,High score
224,tm86637,The Aviator,movie,2004,170,drama,"US, CA, DE",0,7.5,367757,23.5,7.2,drama,US,High score,High score
225,ts29186,The Hills,show,2006,23,"reality, drama, music",US,6,3.7,11389,11.1,4.8,reality,US,Low score,Low score
226,tm92619,Burlesque,movie,2010,119,"drama, music, romance",US,0,6.4,88047,14.5,7.2,drama,US,High score,High score
227,ts6644,Borgen,show,2010,58,"drama, european",DK,4,8.5,27693,24.1,8.1,drama,DK,,
228,ts21544,Transformers: Prime,show,2010,22,"action, scifi, animation, comedy, drama, family",US,4,7.9,7180,34.9,8.1,action,US,High score,
229,ts22018,iCarly,show,2007,26,"family, comedy, romance",US,6,6.7,41021,95.5,8.0,family,US,High score,High score
230,tm181571,Zathura: A Space Adventure,movie,2005,104,"scifi, family, fantasy, action, comedy",US,0,6.2,107941,35.5,6.4,scifi,US,High score,High score
231,tm174703,The Longest Yard,movie,2005,109,"comedy, crime, sport",US,0,6.4,184242,38.2,6.6,comedy,US,High score,High score
232,tm30205,Ip Man,movie,2008,106,"drama, comedy, action, history","CN, HK",0,8.0,226508,13.0,7.7,drama,CN,High score,High score
233,ts22456,Ned's Declassified School Survival Guide,show,2004,25,"comedy, family",US,3,7.4,18499,54.8,8.5,comedy,US,High score,
234,tm90305,Secret Window,movie,2004,96,"thriller, drama",US,0,6.5,200443,20.6,6.6,thriller,US,High score,High score
235,tm35112,A Knight's Tale,movie,2001,132,"action, drama, romance",US,0,7.0,182511,33.3,6.9,action,US,High score,High score
236,tm133732,Underworld,movie,2004,121,"thriller, crime, drama, action, fantasy, european","DE, HU, GB, US",0,6.8,8,38.7,6.8,thriller,DE,High score,High score
238,tm138894,Transformers: Revenge of the Fallen,movie,2009,149,"scifi, action",US,0,5.9,411941,28.8,6.1,scifi,US,Low score,High score
239,tm155309,Julie & Julia,movie,2009,123,"romance, drama",US,0,7.0,122606,13.8,6.7,romance,US,High score,High score
240,tm137342,Tears of the Sun,movie,2003,121,"drama, thriller, war, action",US,0,6.6,125093,50.9,6.8,drama,US,High score,High score
241,ts31820,Laguna Beach,show,2004,23,"reality, drama",US,4,4.8,3917,9.9,6.1,reality,US,Low score,High score
242,tm88027,Along Came Polly,movie,2004,90,"comedy, romance",US,0,6.0,139012,19.9,6.0,comedy,US,High score,High score
243,ts19036,The Fairly OddParents,show,2001,23,"comedy, scifi, family, fantasy, animation",US,10,7.2,38046,101.5,7.6,comedy,US,High score,High score
244,ts23752,Midnight Diner,show,2009,27,"comedy, drama",JP,5,8.6,2601,10.6,8.0,comedy,JP,,High score
245,ts26091,The Staircase,show,2004,49,"crime, documentation, drama",FR,2,7.8,21531,10.0,7.6,crime,FR,High score,High score
246,tm109300,Resident Evil,movie,2002,100,"horror, action, scifi, european","FR, DE, GB, CA",0,6.6,275939,22.1,6.6,horror,FR,High score,High score
247,ts38488,Hidden Passion,show,2003,43,"drama, romance",CO,2,7.8,2632,164.9,7.6,drama,CO,High score,High score
248,tm151176,G.I. Joe: The Rise of Cobra,movie,2009,118,"thriller, action, scifi, european","US, CZ",0,5.7,210846,42.6,5.8,thriller,US,Low score,Low score
