,release_year,lenght,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,clusters
1925,2018,122,0,6.9,74831,19.7,6.8,0
1926,2017,87,0,6.0,815,7.3,5.7,0
1927,2017,66,0,6.4,845,2.8,6.4,0
1928,2017,66,0,6.7,865,2.5,7.4,0
1929,2017,101,0,4.5,86629,15.2,4.2,0
1930,2018,134,0,5.6,403,1.5,5.0,0
1931,2018,58,0,6.6,624,1.4,4.9,0
1932,2018,155,0,7.6,9471,4.1,7.5,0
1933,2018,65,0,5.6,197,2.3,5.6,0
1934,2018,52,1,7.7,2283,7.7,6.7,0
1935,2017,102,0,6.2,66072,17.5,5.9,0
1936,2018,62,2,8.1,9607,16.5,7.2,0
1937,2018,132,0,6.9,35918,15.0,6.5,0
1938,2018,24,3,6.7,6941,106.8,8.2,0
1939,2018,84,0,6.9,671,1.5,6.8,0
1940,2018,75,0,6.1,390,3.4,5.1,0
1941,2018,60,1,7.5,13265,15.2,7.3,0
1942,2017,43,1,7.6,8736,8.5,6.9,0
1943,2018,42,1,6.5,4011,8.0,6.5,0
1944,2017,102,0,6.7,3863,6.4,6.6,0
1945,2017,88,0,6.2,9750,8.7,5.7,0
1946,2018,65,0,6.5,816,2.6,5.9,0
1947,2017,48,2,6.9,2630,18.4,6.3,0
1948,2018,22,2,7.4,610,5.6,6.4,0
1949,2017,136,0,4.9,5036,3.3,5.8,0
1950,2018,75,3,7.6,1027,23.0,8.5,0
1951,2017,162,0,6.4,10767,6.8,6.1,0
1952,2018,155,0,6.7,799,5.7,6.6,0
1953,2018,17,2,7.6,805,12.2,8.8,0
1954,2017,105,0,6.5,1099,9.5,7.2,0
1955,2018,71,1,8.0,743,8.4,7.8,0
1956,2018,121,0,6.9,27185,23.9,6.8,0
1957,2018,115,0,4.1,98,2.2,6.0,0
1958,2017,124,0,7.0,44382,13.2,7.4,0
1959,2018,87,0,6.3,5416,10.8,6.6,0
1960,2018,6,2,8.1,100,6.2,8.3,0
1961,2018,105,0,6.3,45094,18.3,6.4,0
1962,2018,50,2,8.5,89076,18.0,7.9,0
1963,2017,112,0,6.9,51192,15.0,6.5,0
1964,2017,30,0,6.5364428,0,11.9,6.8,0
1965,2018,105,0,6.5364428,0,3.5,4.8,0
1966,2017,59,0,6.4,1073,2.9,5.9,0
1967,2018,100,0,5.5,1145,6.5,5.7,0
1968,2018,57,1,7.5,4779,16.2,7.0,0
1969,2018,105,0,3.8,1060,1.2,4.2,0
1970,2018,103,0,6.1,5174,11.5,5.7,0
1971,2018,51,1,5.3,761,2.3,7.2,0
1972,2018,50,1,7.2,6467,9.7,6.9,0
1973,2017,32,3,3.5,7233,8.7,3.6,0
1974,2018,45,2,7.7,1366,239.0,8.0,0
1975,2018,71,2,7.2,3274,12.7,7.0,0
1976,2018,100,0,5.0,2960,9.7,5.4,0
1977,2018,67,0,6.6,898,2.7,5.6,0
1978,2017,25,3,6.3,864,17.5,6.1,0
1979,2018,100,0,7.3,6712,8.6,7.3,0
1980,2017,172,0,7.5,35873,8.2,7.3,0
1981,2018,41,1,7.5,7664,6.3,6.6,0
1982,2018,48,4,7.7,3084,19.9,8.0,0
1983,2018,40,0,6.5364428,0,5.1,7.1,0
1984,2017,104,0,5.7,12531,14.4,6.3,0
1985,2017,27,2,6.7,10697,12.2,5.8,0
1986,2017,90,0,3.4,11750,22.9,4.6,0
1987,2018,18,2,7.2,25,1.9,9.5,0
1988,2018,47,2,6.4,1855,6.2,7.0,0
1989,2017,105,0,6.6,28221,18.8,7.5,0
1990,2018,90,0,6.3,541,3.2,7.1,0
1991,2018,90,0,6.3,103,2.7,6.2,0
1992,2017,69,0,7.4,1686,2.4,7.7,0
1993,2018,27,2,6.7,1114,19.5,7.9,0
1994,2018,12,2,6.2,122,5.7,10.0,0
1995,2018,128,0,4.2,73,1.0,4.3,0
1996,2017,95,0,5.1,2117,11.5,4.8,0
1997,2017,128,0,5.4,1620,2.8,5.7,0
1998,2018,10,0,5.4,162,1.3,4.2,0
1999,2018,137,0,6.5,5785,4.6,6.1,0
2000,2017,92,0,4.9,79,18.541842,6.629937,0
2001,2018,31,3,7.6,8094,40.6,7.8,0
2002,2017,100,0,7.3,7553,6.6,7.0,0
2003,2018,116,0,7.2,360,1.4,7.2,0
2004,2017,156,0,5.6,4129,3.6,6.4,0
2005,2018,46,2,6.5,29932,39.5,7.8,0
2006,2018,94,0,7.1,2051,9.7,7.1,0
2007,2018,12,4,6.8,411,7.2,6.4,0
2008,2018,97,0,6.4,50812,17.2,6.6,0
2009,2018,104,0,5.6,1758,4.2,5.7,0
2010,2018,93,0,5.0,74,4.0,5.3,0
2011,2018,118,0,6.3,522,3.7,6.8,0
2012,2017,134,0,6.4,3260,3.7,6.0,0
2013,2017,81,0,5.3,5509,9.7,5.8,0
2014,2018,67,0,7.0,1345,2.4,7.3,0
2015,2017,105,0,5.3,22444,7.4,5.2,0
2016,2017,78,0,7.3,1610,7.1,7.3,0
2017,2018,107,0,6.5364428,0,1.5,4.0,0
2018,2018,120,0,6.2,27082,16.6,6.2,0
2019,2018,105,0,6.5,63304,20.5,6.5,0
2020,2017,23,2,6.3,331,4.0,7.6,0
2021,2018,101,0,6.8,30668,13.9,6.5,0
2022,2018,105,0,5.8,39844,13.0,6.3,0
2023,2018,50,0,6.2,520,2.9,5.9,0
2024,2017,42,1,6.2,6233,10.7,6.4,0
2025,2018,46,1,7.0,6150,10.2,6.3,0
2026,2018,111,0,6.4,2785,6.6,5.9,0
2027,2018,18,0,6.5364428,0,4.3,5.9,0
2028,2017,106,0,6.4,26067,15.9,6.2,0
2029,2017,57,0,6.9,433,3.6,6.8,0
2030,2017,112,0,6.8,36732,10.6,6.9,0
2031,2018,123,0,7.2,19023,9.1,6.9,0
2032,2017,21,2,7.0,6810,8.4,6.6,0
2033,2018,96,0,6.4,9943,14.0,7.0,0
2034,2018,152,0,8.8,7324,2.8,7.5,0
2035,2018,100,0,6.6,3823,2.5,5.0,0
2036,2017,91,0,6.1,6930,9.4,6.1,0
2037,2017,105,0,6.0,2947,8.3,5.8,0
2038,2018,122,0,5.9,163,1.7,5.9,0
2039,2018,54,2,6.5364428,0,3.1,7.2,0
2040,2017,91,0,6.7,943,9.1,6.7,0
2041,2017,77,0,6.5,6,1.2,4.7,0
2042,2018,104,0,7.9,4385,5.1,7.6,0
2043,2018,111,0,5.7,700,2.8,6.9,0
2044,2018,25,1,6.3,1285,11.3,6.3,0
2045,2017,95,0,6.5,4259,7.2,6.0,0
2046,2018,26,1,6.8,217,4.9,7.1,0
2047,2017,98,0,4.8,293,2.7,7.0,0
2048,2018,97,0,7.2,48949,10.4,6.9,0
2049,2018,109,0,6.7,5410,7.2,6.2,0
2050,2017,44,3,7.8,19173,83.5,7.5,0
2051,2018,54,0,6.6,2850,21.2,6.7,0
2052,2018,47,1,6.7,224,5.3,7.0,0
2053,2018,58,1,6.4,6937,12.9,6.5,0
2054,2017,90,0,4.4,255,2.8,6.2,0
2055,2017,116,0,6.3,26162,10.8,6.0,0
2056,2018,56,1,7.2,5626,10.6,7.2,0
2057,2018,109,0,7.0,2442,10.6,7.3,0
2058,2017,39,6,7.8,1024,10.3,7.8,0
2059,2018,52,2,7.3,9601,33.5,7.4,0
2060,2017,95,0,5.9,8019,18.9,5.8,0
2061,2018,68,1,8.6,3445,17.6,8.2,0
2062,2018,108,0,5.8,5457,9.1,5.5,0
2063,2018,63,0,5.5,52,1.2,6.2,0
2064,2018,91,0,6.5,59,1.0,3.5,0
2065,2017,106,0,6.6,342,4.2,5.8,0
2066,2018,46,2,8.4,6,15.1,6.9,0
2067,2017,107,0,6.8,47025,14.1,7.2,0
2068,2017,100,0,7.2,2469,3.0,7.2,0
2069,2017,99,0,5.1,6592,12.9,6.3,0
2070,2018,89,0,4.8,602,8.6,6.8,0
2071,2018,89,0,5.0,1087,5.7,6.2,0
2072,2017,130,0,7.6,21755,18.8,7.9,0
2073,2018,143,0,6.8,35139,14.1,7.1,0
2074,2018,101,0,6.7,16891,8.5,6.5,0
2075,2018,57,1,6.8,3931,8.0,6.5,0
2076,2017,23,0,6.5364428,0,121.1,6.6,0
2077,2017,117,0,5.2,614,4.8,5.6,0
2078,2017,89,2,7.9,336,2.9,7.0,0
2079,2018,126,0,5.4,36383,12.1,5.6,0
2080,2018,90,0,7.1,129064,11.6,6.8,0
2081,2017,114,0,6.6,4532,9.6,6.6,0
2082,2018,110,0,5.5,28,0.9,2.0,0
2083,2018,96,0,7.7,7716,5.1,7.2,0
2084,2017,47,1,6.6,2272,13.5,6.9,0
2085,2017,48,1,5.7,44,1.1,2.0,0
2086,2018,112,0,7.3,4431,5.3,7.4,0
2087,2017,80,0,4.5,2760,5.3,4.6,0
2088,2017,52,1,7.2,11226,21.6,6.9,0
2089,2017,52,1,7.1,3906,16.9,7.8,0
2090,2018,130,0,7.5,18924,12.4,7.4,0
2091,2017,69,0,5.6,431,1.9,5.8,0
2092,2018,87,0,3.9,220,4.5,6.0,0
2093,2017,52,1,6.8,17599,55.0,6.6,0
2094,2018,110,0,6.5,35202,10.5,6.8,0
2095,2017,45,0,4.9,166,4.4,5.2,0
2096,2018,22,0,6.5364428,0,3.9,7.5,0
2097,2018,90,0,5.3,304,2.1,4.2,0
2098,2018,45,0,6.5364428,0,2.1,5.2,0
2099,2018,74,0,6.0,144,4.0,6.8,0
2100,2017,62,4,7.6,2230,13.7,6.9,0
2101,2018,61,0,4.9,185,2.4,4.8,0
2102,2017,30,2,6.9,21814,11.1,6.4,0
2103,2017,43,1,8.0,1552,28.8,8.3,0
2104,2017,98,0,5.3,1330,5.4,5.6,0
2105,2018,24,3,7.9,94,4.3,9.2,0
2106,2017,118,0,7.6,511,3.0,8.1,0
2107,2017,69,0,6.8,1341,3.0,6.5,0
2108,2018,97,0,5.8,32513,14.7,6.2,0
2109,2017,82,0,7.6,278,1.7,6.4,0
2110,2018,44,1,7.7,1211,34.7,7.3,0
2111,2018,99,0,5.3,73,0.7,6.629937,0
2112,2018,45,1,6.9,2922,22.7,7.0,0
2113,2017,89,0,6.0,8821,19.3,6.3,0
2114,2018,98,0,6.4,12495,12.6,6.4,0
2115,2018,139,0,8.2,95963,11.5,7.6,0
2116,2017,96,0,5.9,6745,10.0,5.6,0
2117,2018,96,0,7.3,2368,7.1,7.3,0
2118,2017,17,0,6.5364428,0,6.7,6.4,0
2119,2017,103,0,6.2,4248,4.3,5.4,0
2120,2017,26,0,6.1,2919,19.6,6.7,0
2121,2018,105,0,5.2,5046,17.4,5.8,0
2122,2017,90,0,6.0,22594,13.7,6.0,0
2123,2017,115,0,6.1,34,1.5,2.0,0
2124,2018,96,0,6.7,16842,8.4,6.6,0
2125,2017,91,0,5.7,19987,40.9,6.2,0
2126,2018,29,0,6.5364428,0,3.2,5.3,0
2127,2018,58,1,4.0,14461,16.9,6.5,0
2128,2018,89,0,5.4,311,2.6,4.2,0
2129,2018,58,1,7.1,8536,14.9,6.9,0
2130,2018,98,0,6.1,22064,8.9,6.3,0
2131,2017,55,1,7.3,805,8.4,6.5,0
2132,2017,167,0,8.2,104877,33.9,7.4,0
2133,2018,157,0,5.3,4946,5.2,5.7,0
2134,2018,106,0,4.7,2692,4.8,5.9,0
2135,2017,81,0,7.5,3371,17.8,7.7,0
2136,2018,126,0,5.6,38449,14.8,5.3,0
2137,2018,64,1,7.6,2158,14.0,7.2,0
2138,2017,89,0,8.1,5379,10.4,7.7,0
2139,2017,24,2,7.2,10716,51.5,8.3,0
2140,2017,28,4,7.2,2740,43.2,7.7,0
2141,2018,103,0,5.8,9588,18.3,5.8,0
2142,2017,73,0,4.4,81,2.4,5.2,0
2143,2017,105,0,4.6,119,1.6,2.0,0
2144,2017,51,1,8.4,17727,10.0,7.8,0
2145,2017,23,1,7.5,616,9.7,8.0,0
2146,2018,47,1,7.3,6191,8.2,7.0,0
2147,2018,96,0,7.4,5362,7.8,7.4,0
2148,2018,69,0,8.1,12755,7.1,8.1,0
2149,2018,138,0,7.5,35253,6.3,7.0,0
2150,2018,22,5,6.7,598,29.1,8.2,0
2151,2017,67,0,6.7,895,4.3,5.9,0
2152,2018,62,0,6.4,229,2.0,6.4,0
2153,2018,95,0,5.9,33375,13.1,5.9,0
2154,2017,59,0,5.1,40,1.8,5.2,0
2155,2018,25,3,4.8,410,10.8,7.5,0
2156,2018,118,0,6.2,1013,4.9,6.0,0
2157,2017,109,0,6.9,929,3.2,6.9,0
2158,2018,87,0,6.9,3855,14.0,7.3,0
2159,2018,122,0,6.7,7104,10.0,6.7,0
2160,2018,11,3,4.6,62,6.1,7.2,0
2161,2018,107,0,5.9,772,18.0,7.1,0
2162,2018,88,0,5.9,341,2.3,6.0,0
2163,2018,42,1,6.8,8306,12.9,6.6,0
2164,2017,83,0,6.3,14098,10.4,5.8,0
2165,2018,110,0,6.1,70,1.2,7.0,0
2166,2018,90,0,5.5,695,7.3,5.1,0
2167,2017,89,0,6.3,13208,5.9,6.1,0
2168,2018,155,0,7.0,3914,4.3,7.2,0
2169,2017,68,1,8.1,5676,18.1,8.4,0
2170,2017,86,0,5.7,14828,16.1,6.0,0
2171,2017,116,0,7.5,28461,9.4,7.2,0
2172,2018,27,2,8.0,2142,25.1,8.3,0
2173,2017,27,1,7.0,18663,11.5,6.6,0
2174,2018,42,1,6.7,2130,8.8,6.4,0
2175,2018,42,1,5.2,1148,8.3,5.2,0
2176,2017,80,0,6.1,565,6.9,7.9,0
2177,2017,50,2,6.6,155,5.7,10.0,0
2178,2017,66,0,4.6,179,2.4,4.6,0
2179,2018,24,1,5.1,559,12.9,5.5,0
2180,2018,46,1,6.9,186,1.5,8.2,0
2181,2017,97,0,7.4,28911,9.3,7.0,0
2182,2017,96,0,5.4,20489,21.0,5.7,0
2183,2018,101,0,5.9,5919,14.4,6.1,0
2184,2018,60,0,4.4,60,1.6,3.9,0
2185,2018,25,1,6.8,2081,11.9,7.5,0
2186,2018,72,0,6.8,941,6.5,7.2,0
2187,2018,75,1,7.8,2587,29.9,8.2,0
2188,2018,26,2,7.2,997,19.6,6.1,0
2189,2018,129,0,7.4,58382,16.6,7.5,0
2190,2018,17,2,6.3,277,13.1,7.8,0
2191,2017,24,2,6.8,8084,12.0,6.9,0
2192,2017,98,0,6.7,12650,8.1,6.9,0
2193,2018,48,1,7.2,3452,7.9,7.0,0
2194,2018,102,0,6.4,675,2.6,5.9,0
2195,2017,28,1,7.8,3985,12.4,7.4,0
2196,2017,88,0,6.6,22549,10.0,7.1,0
2197,2017,88,0,5.1,824,9.7,5.4,0
2198,2018,110,0,7.9,38,9.5,5.8,0
2199,2018,57,1,7.0,5603,7.8,6.5,0
2200,2018,28,2,7.2,2447,6.7,6.1,0
2201,2018,94,0,6.9,4440,6.4,6.5,0
2202,2018,116,0,6.6,1117,2.9,6.5,0
2203,2018,88,0,7.6,81,2.6,8.0,0
2204,2018,81,0,7.1,281,2.0,6.8,0
2205,2018,78,0,6.7,724,1.2,6.629937,0
2206,2018,105,0,7.1,15457,11.7,7.2,0
2207,2017,26,2,6.6,2082,26.7,7.1,0
2208,2017,135,0,5.2,19493,16.6,5.4,0
2209,2018,8,2,6.6,455,10.2,6.7,0
2210,2018,76,1,8.7,8424,66.0,8.4,0
2211,2018,89,0,3.8,293,4.6,5.3,0
2212,2017,29,1,7.4,1819,3.4,7.8,0
2213,2018,29,2,6.2,706,2.3,4.4,0
2214,2018,68,1,6.5364428,0,2.1,8.2,0
2215,2018,45,1,8.4,1608,12.8,8.2,0
2216,2017,85,0,5.6,3735,11.9,6.2,0
2217,2017,106,0,5.2,3415,11.4,5.6,0
2218,2018,94,0,6.3,4652,7.9,6.8,0
2219,2017,45,1,7.8,1035,63.7,7.8,0
2220,2018,101,0,5.6,586,4.0,5.9,0
2221,2017,59,1,7.5,223,3.0,4.7,0
2222,2017,94,0,5.0,113,2.5,4.6,0
2223,2017,107,0,6.8,2447,21.4,7.1,0
2224,2017,113,0,6.3,24670,19.6,6.5,0
2225,2018,11,4,6.6,138,14.6,6.8,0
2226,2018,108,0,5.4,3878,13.1,5.4,0
2227,2017,39,3,7.0,3224,11.9,6.4,0
2228,2018,14,4,6.1,142,9.1,6.8,0
2229,2018,99,0,6.0,2687,7.0,6.2,0
2230,2017,30,2,7.1,296,4.8,7.2,0
2231,2018,58,0,6.5,839,3.3,6.5,0
2232,2017,33,0,6.5364428,0,2.8,6.5,0
2233,2017,54,0,4.9,105,1.9,3.8,0
2234,2017,132,0,7.1,7661,18.8,7.2,0
2235,2018,60,1,7.0,1809,16.3,7.7,0
2236,2018,43,1,8.3,2241,16.0,8.2,0
2237,2018,46,2,6.2,5995,14.8,6.0,0
2238,2018,88,0,4.8,15109,10.5,5.0,0
2239,2018,59,1,7.5,5201,7.9,7.1,0
2240,2017,80,0,4.8,3261,7.4,5.2,0
2241,2018,41,2,8.1,8627,7.4,7.8,0
2242,2018,109,0,6.0,852,6.2,6.7,0
2243,2018,79,0,6.9,1213,5.9,6.6,0
2244,2017,71,0,5.4,52,1.6,3.8,0
2245,2018,23,2,6.1,122,1.5,8.8,0
2246,2017,57,3,7.2,1490,16.5,6.1,0
2247,2018,98,0,6.3,15014,14.2,6.3,0
2248,2017,101,0,5.8,14142,13.3,5.7,0
2249,2018,104,0,5.4,4688,12.9,6.4,0
2250,2018,94,0,3.3,35256,11.5,3.7,0
2251,2017,95,0,5.8,8472,11.1,5.3,0
2252,2018,99,0,7.6,2869,7.9,6.7,0
2253,2018,94,0,5.2,1700,7.6,5.9,0
2254,2018,116,0,5.2,22901,7.2,5.4,0
2255,2018,16,3,5.7,199,6.5,4.0,0
2256,2017,23,2,7.8,518,5.2,8.0,0
2257,2018,27,1,7.7,2501,3.7,7.3,0
2258,2018,36,2,7.2,2155,2.0,7.5,0
2259,2018,53,0,6.0,250,1.9,4.2,0
2260,2018,51,1,6.6,470,1.6,6.5,0
2261,2017,140,0,6.8,2867,11.7,6.7,0
2262,2017,94,0,7.6,26822,10.6,7.5,0
2263,2018,94,0,5.2,11936,8.9,5.4,0
2264,2018,25,1,7.3,2304,9.3,7.6,0
2265,2017,100,0,7.0,13251,9.2,7.5,0
2266,2018,24,1,6.3,252,5.0,5.5,0
2267,2018,54,1,8.3,3391,3.9,7.8,0
2268,2018,25,1,7.6,22909,35.0,7.9,0
2269,2017,86,0,7.7,297,2.6,7.2,0
2270,2018,120,0,7.9,3199,2.1,7.1,0
2271,2017,99,0,3.6,18,2.1,6.629937,0
2272,2018,62,1,7.6,1227,20.9,8.1,0
2273,2018,65,1,8.1,1825,16.0,8.1,0
2274,2018,124,0,6.9,9923,14.0,6.7,0
2275,2018,101,0,5.4,31443,13.9,5.5,0
2276,2018,47,1,6.2,4048,7.5,6.8,0
2277,2018,21,1,6.1,4050,6.6,5.5,0
2278,2018,27,0,6.5364428,0,3.7,4.9,0
2279,2018,45,1,7.8,3854,3.0,7.5,0
2280,2017,22,3,8.0,3041,2.6,6.7,0
2281,2018,91,0,5.1,4393,25.6,6.4,0
2282,2018,91,0,7.4,1323,1.8,7.0,0
2283,2018,64,3,8.2,2594,24.6,8.5,0
2284,2018,57,1,7.3,4777,23.8,7.6,0
2285,2017,27,1,6.9,9055,14.4,6.5,0
2286,2017,82,0,6.4,21261,13.3,6.1,0
2287,2018,40,1,4.9,662,8.5,6.2,0
2288,2018,164,0,5.2,28739,7.8,5.2,0
2289,2017,39,0,6.5364428,0,6.8,7.1,0
2290,2017,92,0,7.5,2820,6.6,7.1,0
2291,2018,111,0,5.9,3422,4.9,5.9,0
2292,2018,90,0,3.6,272,4.5,5.7,0
2293,2017,125,0,7.4,1881,2.6,7.0,0
2294,2018,50,1,6.8,591,2.5,9.0,0
2295,2018,140,0,6.8,575,1.6,5.1,0
2296,2018,24,1,7.5,21077,16.8,7.5,0
2297,2018,65,1,7.8,6126,15.5,7.7,0
2298,2018,100,0,6.3,1300,9.3,6.7,0
2299,2017,97,0,4.8,2858,7.7,5.4,0
2300,2017,55,1,7.2,4181,7.4,6.9,0
2301,2018,164,0,7.0,18453,6.3,6.0,0
2302,2018,43,2,7.3,1164,6.3,8.0,0
2303,2017,119,0,6.9,971,5.5,7.4,0
2304,2017,110,0,6.8,65,1.3,5.5,0
2305,2018,58,0,6.4,121,1.0,7.3,0
2306,2017,25,1,6.4,186,6.7,6.3,0
2307,2018,65,0,7.9,8235,5.1,7.9,0
2308,2018,87,0,7.6,1161,4.2,8.0,0
2309,2017,26,1,6.9,127,3.5,8.0,0
2310,2017,89,0,4.7,12740,17.1,5.6,0
2311,2017,21,0,6.5364428,0,0.6,9.0,0
2313,2017,130,0,5.2,17744,12.6,5.5,0
2314,2017,80,0,6.4,28306,12.2,6.3,0
2315,2018,104,0,6.1,2061,8.7,6.8,0
2316,2017,62,3,7.3,2359,6.8,6.1,0
2317,2017,115,0,6.1,7027,5.6,5.6,0
2318,2017,43,1,8.5,2769,4.0,7.4,0
2319,2018,45,2,8.1,2018,14.7,7.5,0
2320,2017,24,1,7.0,1666,12.0,7.5,0
2321,2018,90,0,5.1,411,7.9,6.5,0
2322,2018,98,0,6.2,8207,7.8,5.4,0
2323,2018,93,0,6.3,2444,7.0,6.8,0
2324,2017,91,0,6.2,2372,5.6,6.2,0
2325,2018,86,0,4.4,489,4.3,4.0,0
2326,2017,15,2,5.5,774,14.2,6.9,0
2327,2018,95,0,6.0,11156,13.0,5.5,0
2328,2018,18,3,6.5,186,11.6,8.7,0
2329,2018,100,0,5.7,13678,11.5,6.1,0
2330,2017,21,4,7.2,480,8.6,8.4,0
2331,2017,70,0,5.2,4807,7.7,4.9,0
2332,2017,68,1,6.9,777,7.4,8.4,0
2333,2017,107,0,6.4,2341,3.0,4.9,0
2334,2017,90,0,7.7,2858,26.4,7.8,0
2335,2017,45,1,8.3,2534,23.0,7.6,0
2336,2017,73,1,8.2,2378,11.4,7.8,0
2337,2018,110,0,5.9,5272,9.9,6.3,0
2338,2018,49,1,5.4,1154,6.8,6.1,0
2339,2017,26,1,7.3,491,5.7,7.9,0
2340,2017,21,1,8.1,2201,5.1,7.8,0
2341,2017,90,0,6.2,3541,4.6,6.2,0
2342,2018,24,2,5.1,48,2.2,4.0,0
2343,2017,47,1,9.6,14,2.1,7.5,0
2344,2018,54,0,6.5364428,0,1.7,6.4,0
2345,2017,55,1,6.8,1135,14.1,5.9,0
2346,2018,24,1,6.6,948,13.7,6.3,0
2347,2017,129,0,6.4,16555,13.4,6.5,0
2348,2017,71,1,7.1,1831,12.7,7.4,0
2349,2017,104,0,5.1,8506,8.2,5.3,0
2350,2017,129,0,6.4,682,6.9,6.1,0
2351,2017,102,0,8.1,368,6.2,8.3,0
2352,2018,23,3,6.8,103,5.9,7.5,0
2353,2018,33,3,6.5364428,0,5.4,8.5,0
2354,2017,124,0,7.7,24559,5.2,6.7,0
2355,2017,155,0,6.3,10754,5.0,5.4,0
2356,2018,117,0,6.8,2802,2.9,7.0,0
2357,2018,120,0,6.5364428,0,2.7,6.7,0
2358,2018,78,0,7.0,117,1.6,6.4,0
2359,2018,15,0,6.5364428,0,1.5,1.0,0
2360,2018,124,0,6.3,563,1.5,9.2,0
2361,2017,23,1,6.6,2471,22.9,7.7,0
2362,2018,22,0,5.6,634,12.8,6.3,0
2363,2017,69,1,8.0,1578,11.3,6.8,0
2364,2018,115,0,5.9,2818,9.9,6.1,0
2365,2017,47,1,6.8,712,9.9,6.8,0
2366,2018,65,1,7.6,792,9.4,8.1,0
2367,2017,81,0,6.1,5535,8.8,5.8,0
2368,2018,84,0,6.0,1502,8.1,6.4,0
2369,2017,95,0,7.0,6801,7.2,6.9,0
2370,2018,96,0,6.5,2313,6.4,7.3,0
2371,2018,129,0,7.6,24601,6.4,7.0,0
2372,2017,132,0,7.9,6319,6.0,7.3,0
2373,2018,24,1,6.5,416,5.5,6.0,0
2374,2017,65,0,6.6,579,3.9,6.9,0
2375,2017,95,0,5.6,3395,3.6,5.2,0
2376,2017,111,0,7.4,574,2.4,8.1,0
2377,2018,63,0,6.4,60,1.2,5.0,0
2378,2017,106,0,6.6,8430,21.1,6.4,0
2379,2018,53,1,6.7,482,15.7,7.7,0
2380,2017,21,2,7.0,4411,12.8,6.6,0
2381,2018,102,0,5.3,1135,11.3,5.4,0
2382,2018,129,0,5.6,2235,7.5,5.7,0
2383,2017,43,1,6.5,3270,6.7,6.4,0
2384,2018,62,1,7.4,417,6.6,7.2,0
2385,2018,41,1,6.7,464,4.5,6.9,0
2386,2018,52,1,8.0,4594,4.1,7.2,0
2387,2018,131,0,7.7,4681,2.5,6.9,0
2388,2018,102,0,5.0,48,2.4,7.5,0
2389,2018,24,1,6.5364428,0,2.3,10.0,0
2390,2018,77,0,4.9,72,2.0,6.2,0
2391,2018,60,0,5.1,74,1.6,4.5,0
2392,2018,76,0,5.0,87,1.1,6.2,0
2393,2018,76,0,7.0,30,1.0,5.0,0
2394,2017,102,0,6.4,17097,14.0,6.2,0
2395,2017,17,3,6.4,436,13.6,7.8,0
2396,2017,83,0,5.4,1822,13.6,6.1,0
2397,2017,23,2,5.9,3471,10.9,5.5,0
2398,2018,122,0,7.5,10353,9.3,7.4,0
2399,2018,35,1,6.1,688,7.5,6.5,0
2400,2018,115,0,6.4,640,6.8,7.2,0
2401,2018,42,1,7.5,879,6.1,6.2,0
2402,2018,84,0,6.2,512,5.1,6.3,0
2403,2018,90,0,4.5,4972,4.3,5.2,0
2404,2018,74,0,4.0,741,4.0,3.6,0
2405,2018,122,0,8.6,1870,2.9,7.4,0
2406,2018,130,0,8.6,48,2.8,7.1,0
2407,2018,18,3,5.0,727,1.9,6.0,0
2408,2018,101,0,7.0,980,1.9,6.1,0
2409,2018,134,0,6.3,326,1.8,4.9,0
2410,2017,150,0,6.4,291,1.4,6.5,0
2411,2017,52,0,6.8,82,1.1,5.5,0
2412,2018,49,0,6.4,112,1.1,5.0,0
2413,2018,30,2,5.5,473,1.0,6.8,0
2414,2017,25,1,7.8,3555,30.6,8.1,0
2415,2018,87,0,7.5,51,0.6,6.629937,0
2416,2018,114,0,6.8,2964,14.5,7.7,0
2417,2018,23,2,3.7,1233,9.5,7.2,0
2418,2017,100,0,5.7,2612,8.1,6.7,0
2419,2018,130,0,6.4,3163,6.6,6.5,0
2420,2017,30,1,7.2,629,5.4,7.4,0
2421,2017,37,1,7.9,1892,4.6,7.6,0
2422,2018,102,0,7.0,83,4.3,1.0,0
2423,2017,85,0,6.3,2413,3.9,6.0,0
2424,2017,95,0,6.3,736,3.4,6.2,0
2425,2018,98,0,4.7,294,2.2,5.2,0
2426,2018,57,0,6.8,84,1.2,5.6,0
2427,2017,63,0,6.5364428,0,10.4,6.7,0
2428,2017,100,0,4.6,2823,10.1,4.8,0
2429,2018,113,0,6.9,3753,8.5,6.7,0
2430,2018,60,2,6.6,611,8.2,6.2,0
2431,2018,90,0,5.8,2877,8.1,6.3,0
2432,2018,95,0,5.9,4427,7.1,6.4,0
2433,2018,96,0,5.0,540,6.4,5.2,0
2434,2018,104,0,6.3,2660,5.0,6.2,0
2435,2018,129,0,5.7,1912,3.1,6.4,0
2436,2018,24,0,5.4,27,3.0,6.4,0
2437,2018,26,1,5.5,1894,2.4,4.8,0
2438,2017,97,0,5.2,178,2.3,5.5,0
2439,2018,123,0,8.2,4159,2.2,7.1,0
2440,2018,92,0,6.8,107,1.7,2.0,0
2441,2018,62,0,4.1,42,1.0,3.5,0
2442,2017,22,0,5.8,496,13.7,6.9,0
2443,2018,24,4,6.9,275,11.1,8.7,0
2444,2017,103,0,6.9,7869,10.5,6.7,0
2445,2018,22,1,6.2,282,9.9,7.2,0
2446,2018,102,0,5.4,3241,8.1,5.6,0
2447,2017,105,0,7.2,13068,7.5,7.1,0
