,release_year,lenght,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,clusters
4571,2022,35,1,5.7,166,41.8,7.6,0
4572,2021,87,0,4.3,8259,17.0,4.7,0
4573,2021,99,0,7.2,28742,62.8,8.0,0
4574,2022,36,1,7.0,989,22.6,7.9,0
4575,2021,45,1,6.6,35427,22.8,6.6,0
4576,2022,97,0,5.8,4026,51.3,6.5,0
4577,2022,94,0,7.5,1845,21.4,7.7,0
4578,2021,103,0,6.7,19790,35.1,7.4,0
4579,2022,97,0,7.3,6066,10.3,7.4,0
4580,2022,90,0,6.0,1194,5.3,6.3,0
4581,2021,111,0,6.3,9149,8.0,6.2,0
4582,2022,113,0,5.8,51528,67.8,6.6,0
4583,2022,112,0,4.7,4500,85.8,5.8,0
4584,2022,49,1,6.3,8484,10.5,7.1,0
4585,2022,85,0,6.0,1186,76.0,5.2,0
4586,2022,83,0,4.7,8178,31.4,5.5,0
4587,2022,111,0,6.2,15553,68.2,6.9,0
4588,2021,40,2,7.1,4106,5.3,6.2,0
4589,2021,60,0,6.3,15235,9.5,6.0,0
4590,2022,132,0,5.1,8890,107.6,6.2,0
4591,2021,129,0,6.2,15187,17.4,6.9,0
4592,2021,33,1,6.0,954,4.8,6.7,0
4593,2022,77,0,6.8,1872,5.9,7.0,0
4594,2022,11,1,6.6,204,24.4,7.4,0
4595,2022,106,0,6.5,10470,20.7,6.3,0
4596,2022,12,1,6.7,29863,35.7,7.3,0
4597,2022,143,0,5.3,1013,208.1,6.3,0
4598,2022,0,1,6.1,1114,2.8,5.5,0
4599,2022,95,0,6.5,5162,22.1,7.0,0
4600,2022,40,0,6.5364428,0,3.3,6.1,0
4601,2022,116,0,6.1,364,57.3,6.9,0
4602,2022,31,1,6.5,881,4.8,5.0,0
4603,2021,95,0,6.5364428,0,27.8,5.9,0
4604,2022,92,0,8.2,79146,5.7,7.8,0
4605,2022,91,0,4.6,4458,8.0,5.1,0
4606,2022,93,0,6.6,313,3.5,5.7,0
4607,2022,60,1,7.9,10395,23.2,8.5,0
4608,2022,39,1,5.8,2951,4.5,6.6,0
4609,2022,49,1,6.4,1262,68.7,8.1,0
4610,2022,125,0,5.3,1861,117.1,6.8,0
4611,2021,43,1,7.4,8890,9.0,7.3,0
4612,2022,64,1,7.0,151,21.3,7.8,0
4613,2021,110,0,7.6,112888,26.6,8.0,0
4614,2022,83,0,4.7,55166,62.7,5.2,0
4615,2022,44,2,6.5,2285,38.5,7.9,0
4616,2021,35,1,5.1,851,8.7,6.6,0
4617,2021,101,0,7.4,1329,3.6,6.5,0
4618,2021,89,0,4.3,4905,9.9,5.0,0
4619,2022,87,0,7.6,1942,6.8,6.6,0
4620,2022,126,0,6.5,1784,46.0,7.9,0
4621,2021,85,0,5.3,17819,28.6,5.9,0
4622,2022,69,0,6.8,2257,7.2,7.2,0
4623,2021,54,2,6.2,575,13.6,6.4,0
4624,2022,41,1,5.4,623,4.2,5.4,0
4625,2022,135,0,7.3,1037,9.0,7.4,0
4626,2022,42,1,6.9,1045,4.8,7.5,0
4627,2022,41,1,7.5,4097,9.5,7.2,0
4628,2021,99,0,6.1,17646,14.0,6.5,0
4629,2021,23,1,6.9,2478,9.4,7.6,0
4630,2022,104,0,6.5,2411,52.7,7.6,0
4631,2022,90,0,4.4,3292,57.9,5.3,0
4632,2022,97,0,4.0,294,5.7,3.9,0
4633,2021,110,0,6.7,19062,17.6,7.5,0
4634,2022,114,0,5.4,10943,18.8,6.0,0
4635,2021,38,1,6.9,705,2.9,7.2,0
4636,2022,99,0,4.8,860,28.3,6.9,0
4637,2022,49,1,7.7,7494,22.5,7.3,0
4638,2022,43,1,8.6,1285,52.4,8.1,0
4639,2022,32,1,6.5364428,0,10.6,5.5,0
4640,2021,43,1,7.1,16608,23.1,7.0,0
4641,2021,41,2,5.7,1525,10.3,6.8,0
4642,2022,93,0,6.5364428,0,24.1,5.9,0
4643,2022,112,0,2.7,7409,176.8,6.6,0
4644,2022,154,0,8.1,12436,2.1,7.6,0
4645,2021,49,1,6.3,4427,5.5,5.9,0
4646,2022,56,1,7.7,2315,2.9,7.4,0
4647,2022,127,0,6.7,3569,25.5,7.7,0
4648,2021,41,3,6.4,15004,33.6,7.6,0
4649,2022,89,0,7.4,12001,18.9,7.1,0
4650,2021,45,1,7.4,11306,9.3,7.0,0
4651,2021,47,1,7.1,218,6.3,8.0,0
4652,2022,102,0,6.5,24925,28.0,6.8,0
4653,2021,32,1,6.6,941,4.2,7.1,0
4654,2022,48,1,5.9,1328,8.7,6.0,0
4655,2021,59,1,7.1,9078,4.4,5.8,0
4656,2022,43,1,6.8,223,1.8,2.8,0
4657,2022,116,0,7.4,657,3.5,8.0,0
4658,2022,102,0,7.2,18626,24.1,7.3,0
4659,2022,128,0,7.3,5036,16.3,6.4,0
4660,2022,98,0,6.3,9240,9.5,6.3,0
4661,2021,109,0,5.8,9686,17.7,6.8,0
4662,2022,97,0,5.6,540,53.0,5.8,0
4663,2022,60,0,6.4,913,3.4,5.2,0
4664,2022,87,0,5.2,4034,257.4,5.8,0
4665,2022,23,1,6.4,1073,4.1,7.2,0
4666,2022,42,1,4.5,191,40.3,6.6,0
4667,2021,50,1,7.8,1997,6.6,6.7,0
4668,2022,48,1,7.1,838,4.4,6.2,0
4669,2022,101,0,6.2,5110,29.1,6.4,0
4670,2021,24,2,7.8,7142,88.9,8.4,0
4671,2021,112,0,7.4,23727,10.3,7.4,0
4672,2022,25,2,6.9,423,17.0,8.6,0
4673,2022,33,3,5.5,1017,3.3,6.3,0
4674,2021,101,0,7.7,27110,14.8,7.4,0
4675,2022,45,1,7.0,9066,10.3,7.2,0
4676,2022,52,1,5.9,7418,3.0,5.8,0
4677,2022,101,0,6.1,14005,29.4,6.9,0
4678,2021,37,2,6.9,918,30.2,6.8,0
4679,2021,98,0,5.5,13980,11.6,6.0,0
4680,2022,20,1,7.2,519,4.0,7.8,0
4681,2022,101,0,6.5,114,42.8,6.3,0
4682,2022,95,0,6.4,2212,13.3,6.7,0
4683,2022,90,0,5.6,26313,40.5,6.0,0
4684,2021,47,1,7.0,4524,5.3,6.7,0
4685,2022,119,0,5.7,7621,44.0,6.1,0
4686,2022,27,2,6.9,2557,13.6,8.3,0
4687,2021,55,1,7.7,47717,35.3,7.7,0
4688,2021,44,1,6.9,1248,7.3,6.6,0
4689,2022,47,1,6.7,813,3.8,6.3,0
4690,2022,99,0,5.4,1993,21.7,5.6,0
4691,2022,41,1,6.8,663,5.2,7.2,0
4692,2022,18,0,6.5364428,0,4.7,6.629937,0
4693,2022,119,0,6.2,2567,126.6,7.7,0
4694,2021,62,1,7.9,9989,8.2,7.2,0
4695,2021,70,1,8.0,2702,9.7,8.4,0
4696,2022,101,0,6.0,1928,7.3,5.8,0
4697,2022,60,1,7.8,1941,9.4,7.7,0
4698,2022,53,1,6.3,4413,15.6,7.1,0
4699,2022,139,0,4.9,22296,7.6,5.2,0
4700,2021,101,0,5.3,7322,10.6,5.8,0
4701,2021,21,2,8.1,1951,10.0,6.0,0
4702,2021,118,0,6.3,135982,18.2,6.6,0
4703,2021,24,2,4.1,424,8.3,6.4,0
4704,2022,58,0,5.9,732,4.2,5.4,0
4705,2021,38,3,7.3,2209,259.7,7.6,0
4706,2022,93,1,8.0,9720,5.5,6.4,0
4707,2022,51,1,8.2,8324,15.4,7.9,0
4708,2021,47,1,6.9,32871,11.0,7.0,0
4709,2022,27,1,7.2,7743,16.4,6.7,0
4710,2022,105,0,5.8,2479,55.5,5.9,0
4711,2021,109,0,6.7,67164,56.2,7.3,0
4712,2022,119,0,5.8,3098,45.4,6.1,0
4713,2022,108,0,5.8,31070,22.1,6.0,0
4714,2022,33,1,5.9,281,2.9,4.5,0
4715,2022,52,1,7.0,709,2.6,6.0,0
4716,2022,61,1,6.4,625,6.4,6.5,0
4717,2021,29,1,7.0,4273,15.2,7.3,0
4718,2022,26,1,6.7,1408,25.0,7.5,0
4719,2022,112,0,5.4,11924,95.1,7.4,0
4720,2021,21,1,6.4,5177,6.8,6.9,0
4721,2021,122,0,6.7,67912,18.8,6.6,0
4722,2022,45,1,6.0,578,6.6,6.5,0
4723,2021,23,1,5.8,5010,6.5,6.8,0
4724,2022,81,0,6.5364428,0,96.2,5.5,0
4725,2021,30,1,7.2,17587,8.8,6.9,0
4726,2022,74,0,3.1,911,151.5,6.1,0
4727,2021,37,1,5.5,89,2.2,2.5,0
4728,2022,117,0,4.5,933,14.2,6.0,0
4729,2022,102,0,5.3,4734,44.8,5.8,0
4730,2021,34,2,7.1,3621,8.6,6.5,0
4731,2022,157,0,5.5,174815,6.4,6.5,0
4732,2021,49,1,6.5,4893,5.9,7.0,0
4733,2022,50,1,7.0,390,3.8,6.8,0
4734,2022,69,0,6.6,1903,4.8,6.8,0
4735,2022,111,0,6.3,2350,25.3,6.8,0
4736,2022,114,0,5.7,22698,41.6,6.3,0
4737,2022,84,0,5.1,3422,21.3,6.3,0
4738,2021,104,0,5.2,3020,23.3,6.0,0
4739,2022,0,1,5.6,460,5.1,6.7,0
4740,2022,40,0,6.5364428,0,3.9,5.8,0
4741,2021,36,2,7.5,20,17.8,7.1,0
4742,2022,124,0,6.7,15861,2.8,6.6,0
4743,2021,46,1,7.1,2922,5.2,6.6,0
4744,2022,35,1,6.2,984,42.1,7.3,0
4745,2022,97,0,4.4,6974,67.2,5.6,0
4746,2022,120,0,6.3,1511,3.5,7.0,0
4747,2022,106,0,6.1,7452,20.3,6.8,0
4748,2021,52,1,7.1,1215,16.6,7.6,0
4749,2022,92,0,5.7,24474,12.2,5.4,0
4750,2021,48,1,6.5364428,0,2.9,8.5,0
4751,2022,90,0,4.6,1160,5.7,4.8,0
4752,2022,0,1,6.3,4613,6.3,7.3,0
4753,2022,45,1,6.5364428,0,6.4,7.2,0
4754,2021,36,1,6.5364428,0,3.3,6.5,0
4755,2022,28,1,6.5,2099,11.0,6.9,0
4756,2022,32,1,6.8,567,3.1,5.9,0
4757,2021,48,2,4.2,826,4.5,6.7,0
4758,2022,96,0,8.9,17,5.1,6.629937,0
4759,2021,29,1,6.8,4463,7.0,6.1,0
4760,2022,29,1,4.6,733,4.1,4.6,0
4761,2022,40,1,6.3,28,24.3,7.5,0
4762,2022,89,0,4.5,1238,45.9,6.8,0
4763,2021,101,0,6.5,3240,11.9,7.0,0
4764,2022,112,0,5.5,39561,39.1,5.9,0
4765,2021,110,0,5.3,9054,39.0,6.6,0
4766,2021,106,0,6.6,38474,19.0,7.1,0
4767,2022,105,0,6.5,1886,38.9,7.3,0
4768,2022,53,1,7.1,1301,9.0,6.5,0
4769,2021,29,1,6.3,359,3.9,7.2,0
4770,2022,0,1,5.4,584,27.3,7.1,0
4771,2021,92,0,6.4,1405,6.2,6.2,0
4772,2022,26,1,6.9,811,2.7,6.2,0
4773,2022,49,1,7.1,1456,5.1,6.2,0
4774,2022,26,1,6.4,1862,3.4,5.5,0
4775,2022,31,2,6.0,204,6.9,7.8,0
4776,2022,28,1,5.5,2361,15.0,6.4,0
4777,2022,44,0,6.5364428,0,3.2,6.8,0
4778,2021,112,0,7.1,112177,19.3,7.5,0
4779,2021,48,2,7.3,6416,10.5,7.5,0
4780,2022,46,1,8.3,1137,13.5,7.0,0
4781,2022,71,1,6.5,43,4.2,3.5,0
4782,2022,110,0,6.3,1064,6.7,7.0,0
4783,2022,70,1,7.0,225,6.5,6.2,0
4784,2022,50,1,5.7,1532,10.3,6.8,0
4785,2022,157,0,7.8,57151,17.5,7.4,0
4786,2022,93,0,7.1,9136,17.1,7.5,0
4787,2021,27,1,5.8,9500,25.8,7.8,0
4788,2021,25,1,6.6,1283,17.1,6.9,0
4789,2021,163,0,7.5,38588,5.4,7.0,0
4790,2021,26,3,5.8,1985,22.6,7.2,0
4791,2022,60,0,6.7,985,4.3,5.5,0
4792,2022,111,0,2.6,21102,126.2,5.9,0
4793,2021,22,3,7.6,306,3.8,6.629937,0
4794,2021,67,1,8.0,9639,14.8,8.2,0
4795,2021,88,0,8.7,44074,10.6,8.2,0
4796,2021,145,0,6.1,77630,48.3,5.8,0
4797,2021,104,0,5.4,10372,15.1,5.7,0
4798,2022,29,1,4.7,1120,3.6,5.7,0
4799,2022,146,0,6.5,21978,4.9,6.2,0
4800,2021,43,1,6.8,1904,5.2,6.9,0
4801,2022,96,0,3.6,1380,20.7,4.5,0
4802,2022,71,0,6.8,152,26.8,6.3,0
4803,2022,25,1,7.6,3281,158.8,8.6,0
4804,2022,29,0,7.0,2448,2.9,6.5,0
4805,2021,89,0,8.1,32019,8.5,7.9,0
4806,2021,27,1,6.5,5931,8.4,7.0,0
4807,2022,52,0,5.4,413,53.2,8.1,0
4808,2021,65,1,7.3,2531,3.7,6.9,0
4809,2022,38,1,5.4,616,5.7,4.5,0
4810,2021,31,1,6.3,3430,7.4,7.0,0
4811,2022,39,1,4.4,107,3.6,4.7,0
4812,2022,0,1,4.6,593,3.8,6.3,0
4813,2022,60,1,8.1,13945,104.8,8.5,0
4814,2021,127,0,7.0,51692,18.9,7.1,0
4815,2022,87,0,4.4,945,14.0,5.5,0
4816,2022,44,1,4.6,1473,11.9,6.4,0
4817,2021,82,0,5.4,4272,79.8,5.6,0
4818,2021,103,0,5.8,9556,31.6,6.3,0
4819,2021,131,1,8.1,4342,20.5,7.9,0
4820,2021,25,1,6.6,462,1.4,7.0,0
4821,2021,46,1,7.2,55043,20.1,7.5,0
4822,2021,69,1,7.4,723,6.9,7.5,0
4823,2021,80,0,4.8,8213,33.7,5.9,0
4824,2022,126,0,4.7,25498,21.5,4.7,0
4825,2022,94,0,6.2,1545,15.7,6.9,0
4826,2021,26,1,6.6,2575,27.7,8.4,0
4827,2022,129,0,7.4,16566,20.8,7.4,0
4828,2021,39,1,6.9,1992,29.5,7.4,0
4829,2022,119,0,7.2,5778,8.6,6.2,0
4830,2022,50,1,6.8,565,2.3,5.1,0
4831,2022,47,1,3.6,1470,7.8,5.7,0
4832,2021,101,0,6.0,1643,3.0,6.5,0
4833,2022,101,0,5.9,1634,13.3,5.9,0
4834,2022,55,1,6.5364428,0,25.0,7.2,0
4835,2022,54,1,8.4,3252,21.7,7.9,0
4836,2021,26,1,5.9,846,4.0,5.0,0
4837,2021,36,3,5.8,3519,6.9,7.8,0
4838,2022,60,0,7.7,1998,3.9,7.2,0
4839,2021,54,1,7.4,4342,11.4,7.0,0
4840,2021,42,1,6.6,13114,10.4,6.8,0
4841,2021,79,0,7.6,3143,7.7,7.7,0
4842,2022,98,0,4.6,24918,45.1,6.2,0
4843,2022,27,1,5.6,113,4.5,4.0,0
4844,2022,27,1,7.6,1486,72.1,9.0,0
4845,2021,47,1,7.5,15729,11.3,7.2,0
4846,2022,37,0,6.5364428,0,11.2,7.6,0
4847,2022,97,0,5.5,781,37.1,6.2,0
4848,2021,93,0,6.4,7441,9.2,7.2,0
4849,2021,90,0,5.4,6852,14.4,7.0,0
4850,2022,137,0,7.1,2263,9.1,6.7,0
4851,2022,45,1,2.9,532,1.7,3.0,0
4852,2021,52,1,6.2,9,4.6,6.4,0
4853,2021,107,0,7.3,13883,19.2,7.8,0
4854,2022,49,1,5.4,528,18.8,7.7,0
4855,2022,31,1,5.8,489,17.7,5.8,0
4856,2021,139,0,6.6,65437,37.8,6.7,0
4857,2022,59,0,6.6,2775,7.1,7.2,0
4858,2022,47,1,6.5364428,0,5.9,5.4,0
4859,2021,53,1,6.5364428,0,2.0,5.3,0
4860,2021,29,1,8.1,7810,6.3,7.3,0
4861,2021,136,0,6.3,12767,47.7,6.7,0
4862,2021,27,1,7.4,9701,12.8,7.4,0
4863,2021,86,0,5.5,1759,8.3,6.0,0
4864,2022,88,0,5.7,807,134.2,5.6,0
4865,2022,97,0,6.7,29021,17.3,6.9,0
4866,2021,53,1,6.6,3068,8.2,7.7,0
4867,2021,36,1,6.3,779,3.4,6.6,0
4868,2022,40,2,6.4,6574,55.1,7.5,0
4869,2021,83,0,5.6,4450,9.0,6.1,0
4870,2021,45,1,7.6,92,57.0,7.7,0
4871,2022,107,0,5.2,1328,96.4,5.5,0
4872,2022,95,0,6.3,858,21.7,7.5,0
4873,2022,114,0,7.1,67796,19.5,7.0,0
4874,2022,43,1,5.8,309,22.4,8.3,0
4875,2021,61,1,7.3,694,14.0,7.5,0
4876,2022,95,0,5.8,4950,52.0,6.1,0
4877,2022,104,0,4.4,636,18.9,5.6,0
4878,2021,100,0,6.9,8564,9.7,7.0,0
4879,2021,44,1,7.0,9716,18.2,7.4,0
4880,2021,86,0,5.5,13925,27.8,5.9,0
4881,2022,88,0,7.0,1235,6.3,6.8,0
4882,2021,83,0,7.2,46435,24.8,7.6,0
4883,2021,45,1,6.7,39430,31.4,7.1,0
4884,2022,162,0,5.2,34051,8.4,6.0,0
4885,2022,100,0,6.3,4089,38.2,6.4,0
4886,2021,45,1,7.1,3663,1.5,6.629937,0
4887,2021,37,1,6.3,1370,3.1,6.8,0
4888,2021,43,1,7.4,4450,25.5,7.1,0
4889,2021,72,0,8.0,27308,8.7,7.2,0
4890,2021,47,1,6.7,12869,26.9,7.1,0
4891,2022,106,0,6.2,1359,13.8,6.2,0
4892,2021,93,0,6.2,12484,48.5,7.2,0
4893,2021,45,1,6.2,722,7.2,6.8,0
4894,2022,37,1,6.2,181,10.1,7.8,0
4895,2021,112,0,4.8,18390,45.0,7.0,0
4896,2021,130,0,7.4,30235,12.4,7.6,0
4897,2022,48,0,6.5,1541,175.2,6.9,0
4898,2021,93,0,5.7,6442,15.8,5.7,0
4899,2021,24,2,5.6,1988,10.1,6.2,0
4900,2021,81,1,8.4,20709,37.6,8.6,0
4901,2021,123,0,6.1,10695,25.7,6.4,0
4902,2022,107,0,6.5364428,0,28.0,2.0,0
4903,2022,129,0,6.8,32555,13.7,6.9,0
4904,2021,87,0,3.6,13470,134.9,5.4,0
4905,2022,100,0,4.9,1987,2.5,6.7,0
4906,2022,138,0,5.3,29928,7.5,5.5,0
4907,2022,115,0,7.1,1188,4.3,6.7,0
4908,2021,114,0,6.0,46598,35.7,6.4,0
4909,2021,86,0,5.3,616,2.9,5.2,0
4910,2021,88,0,6.5,2308,4.0,6.3,0
4911,2021,107,0,6.6,4576,8.4,7.4,0
4912,2021,46,2,7.9,1387,7.9,7.9,0
4913,2022,83,0,7.3,917,16.8,7.3,0
4914,2021,90,0,6.3,131029,23.5,6.4,0
4915,2022,57,2,7.1,708,3.7,5.9,0
4916,2022,130,0,6.8,3412,19.6,7.0,0
4917,2022,120,0,6.4,459,4.1,6.2,0
4918,2022,96,0,5.2,10072,27.9,6.7,0
4919,2022,56,1,5.5,1023,7.5,8.4,0
4920,2022,42,1,8.2,924,14.6,8.1,0
4921,2021,30,1,6.5364428,0,6.7,7.5,0
4922,2021,23,2,4.7,1223,18.0,5.8,0
4923,2021,45,1,5.8,1972,17.6,7.2,0
4924,2021,95,0,7.5,6984,8.3,7.9,0
4925,2022,123,0,5.5,1332,113.2,5.7,0
4926,2022,39,1,6.7,915,4.1,5.4,0
4927,2021,26,2,5.4,27254,24.7,6.7,0
4928,2022,32,1,6.2,990,2.8,6.1,0
4929,2021,114,0,6.5364428,0,14.6,5.0,0
4930,2022,111,0,5.1,5601,15.9,5.4,0
4931,2022,107,0,5.2,2032,30.3,5.8,0
4932,2021,53,1,7.0,6796,8.3,7.2,0
4933,2022,109,0,7.1,1152,16.5,6.9,0
4934,2021,52,2,6.5364428,0,32.9,6.7,0
4935,2022,46,1,6.8,3977,15.5,6.8,0
4936,2021,44,1,6.8,1176,3.8,6.7,0
4937,2021,108,0,5.5,3784,10.0,5.9,0
4938,2021,107,0,7.0,1984,6.4,7.3,0
4939,2021,2,1,7.9,7629,5.4,7.2,0
4940,2022,90,0,6.1,401,5.1,6.5,0
4941,2022,47,1,7.5,1317,3.6,6.7,0
4942,2021,70,1,7.7,1413,13.3,7.6,0
4943,2021,39,1,7.4,19285,22.5,7.0,0
4944,2022,25,1,6.0,176,87.6,8.4,0
4945,2021,44,1,5.8,2705,6.3,7.2,0
4946,2022,50,1,7.9,554,11.8,7.2,0
4947,2022,38,1,6.4,383,3.2,5.3,0
4948,2021,48,1,6.4,2630,9.6,6.3,0
4949,2021,72,0,6.3,2289,6.6,6.5,0
4950,2021,55,2,5.4,562,5.8,6.8,0
4951,2021,94,0,4.0,970,10.1,5.2,0
4952,2022,43,1,6.2,166,4.6,7.6,0
4953,2021,40,1,5.3,466,2.9,6.0,0
4954,2022,36,1,6.4,281,12.6,2.0,0
4955,2022,142,0,5.7,31608,7.4,6.3,0
4956,2021,125,0,7.1,61821,16.1,7.0,0
4957,2022,45,1,5.9,2543,1.5,7.0,0
4958,2021,64,1,8.7,2545,11.6,8.6,0
4959,2021,23,1,5.4,1155,3.6,6.4,0
4960,2022,67,0,6.7,203,3.5,6.2,0
4961,2021,27,1,8.3,153,3.7,7.2,0
4962,2021,30,0,7.2,1533,20.0,7.0,0
4963,2022,55,1,6.6,3922,16.0,7.4,0
4964,2021,30,1,6.2,534,2.2,1.7,0
4965,2022,43,1,6.5,107,3.5,7.7,0
4966,2021,86,0,5.7,26409,18.8,6.8,0
4967,2021,105,0,4.5,6686,16.8,4.7,0
4968,2021,54,1,6.2,2198,1.7,2.0,0
4969,2022,92,0,3.8,1279,18.6,5.5,0
4970,2021,108,0,7.0,5204,20.0,7.5,0
4971,2022,155,0,7.2,4638,38.2,5.8,0
4972,2022,138,0,5.0,2214,3.6,4.1,0
4973,2021,107,0,4.5,43212,24.5,5.6,0
4974,2022,95,0,4.6,434,33.1,5.7,0
4975,2021,93,0,5.4,2153,12.0,5.7,0
4976,2021,25,1,6.6,5939,13.2,7.1,0
4977,2021,84,0,6.3,3862,3.7,6.2,0
4978,2022,62,0,7.7,1436,5.2,6.5,0
4979,2021,121,0,6.1,44006,38.8,7.0,0
4980,2021,25,1,7.7,2711,15.3,7.3,0
4981,2021,114,0,5.3,17042,28.1,6.3,0
4982,2021,100,0,6.5,40584,15.6,6.6,0
4983,2021,66,0,4.8,104,0.7,5.5,0
4984,2022,32,0,6.5364428,0,16.8,6.3,0
4985,2021,58,1,7.8,1281,15.4,7.1,0
4986,2021,81,0,6.8,2006,2.6,7.1,0
4987,2021,139,0,7.2,9396,38.4,7.8,0
4988,2022,35,1,7.1,141,1.7,6.0,0
4989,2021,25,1,7.0,2066,48.9,8.3,0
4990,2021,127,0,6.4,80304,53.9,6.9,0
4991,2022,110,0,5.8,3316,22.7,6.5,0
4992,2022,37,1,6.9,113,2.0,5.0,0
4993,2022,101,0,5.0,1479,756.0,6.4,0
4994,2021,118,0,7.2,1283,7.1,6.1,0
4995,2021,24,1,6.5364428,0,16.7,8.0,0
4996,2021,138,0,5.7,176201,57.9,6.3,0
4997,2022,40,1,6.4,1994,10.8,6.5,0
4998,2022,126,0,6.1,4046,34.2,6.8,0
4999,2021,95,0,6.6,7277,12.4,7.5,0
5000,2021,42,1,6.4,432,3.1,7.0,0
5001,2021,110,0,6.6,34661,38.5,7.6,0
5002,2022,66,0,5.8,867,4.4,5.2,0
5003,2021,59,0,6.5364428,0,7.9,6.1,0
5004,2021,111,0,6.7,26621,18.2,7.4,0
5005,2022,101,0,5.9,229,23.2,10.0,0
5006,2021,98,0,5.5,674,5.7,6.7,0
5007,2022,40,0,6.5364428,0,8.3,6.7,0
5008,2021,53,1,6.0,15953,10.1,7.5,0
5009,2021,60,1,5.8,321,17.9,6.8,0
5010,2022,50,1,7.4,270,2.7,8.1,0
5011,2022,60,0,7.2,404,3.2,5.4,0
5012,2022,99,0,4.2,1098,60.4,6.0,0
5013,2021,106,0,6.2,64325,29.4,6.7,0
5014,2022,41,2,4.0,3312,26.1,7.2,0
5015,2021,92,0,5.3,18630,16.3,6.0,0
5016,2022,82,0,6.0,5437,47.0,7.5,0
5017,2021,25,1,6.8,3778,7.3,7.7,0
5018,2022,13,0,6.5,0,7.2,6.2,0
5019,2021,107,0,7.0,11559,11.0,6.8,0
5020,2021,39,0,5.3,0,7.1,6.9,0
5021,2021,28,1,7.9,929,2.0,7.0,0
5022,2022,54,0,6.4,575,293.7,7.5,0
5023,2022,62,0,6.1,771,4.1,6.9,0
5024,2021,33,2,5.7,492,23.3,7.3,0
5025,2022,48,1,6.8,2896,57.3,7.1,0
5026,2022,43,1,7.8,690,43.1,8.8,0
5027,2021,90,0,5.3,1993,15.3,5.5,0
5028,2021,38,1,7.6,2107,3.4,6.8,0
5029,2021,115,0,5.3,3746,18.6,6.1,0
5030,2022,100,0,4.1,699,6.9,5.7,0
5031,2021,89,0,5.8,23204,24.0,6.8,0
5032,2022,68,0,6.6,1130,3.4,6.5,0
5033,2022,45,1,6.4,484,20.2,5.7,0
5034,2022,16,1,6.7,199,5.5,7.4,0
5035,2021,93,0,5.2,1879,10.3,5.1,0
5036,2021,104,0,6.3,55708,14.2,7.0,0
5037,2022,121,0,7.0,13822,3.0,5.3,0
5038,2021,93,0,5.4,43543,28.8,6.4,0
5039,2021,69,3,6.8,538,24.5,6.3,0
5040,2022,146,0,7.0,4951,4.0,6.4,0
5041,2021,98,0,6.5,6164,12.9,6.6,0
5042,2022,47,1,6.5,511,2.9,5.0,0
5043,2022,58,0,4.8,785,2.8,5.2,0
5044,2021,31,0,4.2,1021,17.5,5.1,0
5045,2021,89,0,7.7,1047,2.2,7.5,0
5046,2021,89,0,6.7,3586,9.5,6.7,0
5047,2021,19,1,8.6,9391,14.3,8.3,0
5048,2022,93,0,5.6,442,3.2,6.9,0
5049,2022,93,0,6.5364428,0,18.8,6.4,0
5050,2021,90,0,3.9,950,6.6,6.6,0
5051,2021,106,0,7.1,164,4.2,6.5,0
5052,2021,99,0,4.7,16167,126.9,7.1,0
5053,2021,58,1,7.8,32471,17.9,7.7,0
5054,2022,157,0,5.3,6983,8.3,5.2,0
5055,2021,98,0,6.7,15378,12.3,6.4,0
5056,2021,45,1,7.5,264,2.4,7.5,0
5057,2021,29,1,6.5364428,0,0.9,6.629937,0
5058,2021,71,1,7.0,4292,17.4,7.2,0
5059,2021,102,0,5.8,1765,14.7,7.6,0
5060,2021,27,1,6.2,1006,5.0,6.0,0
5061,2021,30,1,8.0,6379,2.6,6.4,0
5062,2021,40,0,7.1,0,10.3,6.7,0
5063,2022,47,1,6.9,426,15.1,7.9,0
5064,2022,74,0,7.2,842,4.1,7.4,0
5065,2022,56,1,6.5,948,29.1,8.9,0
5066,2021,49,1,7.0,1300,3.6,6.2,0
5067,2022,90,0,5.3,1028,9.8,6.0,0
5068,2021,68,2,6.5364428,0,5.8,6.5,0
5069,2021,96,0,7.3,5216,5.8,7.8,0
5070,2021,60,1,6.5364428,0,20.6,8.5,0
5071,2022,56,1,7.2,586,4.0,7.2,0
5072,2021,51,1,8.2,3587,6.0,7.5,0
5073,2021,53,1,6.5,4566,5.3,6.8,0
5074,2021,19,1,6.8,517,2.9,7.5,0
5075,2021,94,0,6.6,3796,8.3,7.1,0
5076,2022,43,1,7.1,31,5.4,7.0,0
5077,2022,132,0,4.6,20170,4.3,5.4,0
5078,2022,105,0,7.1,4597,19.0,7.1,0
5079,2022,117,0,7.3,1024,3.6,7.3,0
5080,2021,45,2,7.7,505,1.9,6.4,0
5081,2021,50,1,6.6,844,5.8,7.0,0
5082,2021,112,0,7.1,77144,15.4,6.9,0
5083,2021,98,0,6.6,686,2.7,5.7,0
5084,2022,32,1,7.2,800,7.6,7.7,0
5085,2021,49,1,5.9,2336,4.0,6.0,0
5086,2022,133,0,6.5364428,0,9.3,8.0,0
5087,2021,104,0,5.5,4509,32.0,6.2,0
5088,2021,93,0,7.8,258,3.2,7.0,0
5089,2021,43,1,8.5,3225,23.3,8.5,0
5090,2022,36,1,5.7,1116,20.2,7.5,0
